,origin,age,color,sex,import_type,sire,dam,dam_sire,horse_id
592,AUS,Unknown,Bay,Gelding,PPG,Redoute's Choice,New Light,Galileo,V391
593,AUS,Unknown,Bay,Gelding,PP,Nadeem,Heat Of The Fire,Strategic,N245
594,IRE,Unknown,Bay,Gelding,PP,Bushranger,Start The Music,King's Best,T287
595,IRE,Unknown,Bay,Gelding,PP,Elnadim,Foxglove,Hernando,N116
596,AUS,Unknown,Bay,Gelding,ISG,Flying Spur,Miss Mocha,Senor Pete,L241
597,AUS,Unknown,Brown,Gelding,ISG,More Than Ready,Eliza Cove,Danehill,P234
598,NZ,Unknown,Bay,Gelding,PPG,Red Giant,Luz,King Cugat,T295
599,AUS,Unknown,Bay,Gelding,PPG,Dr Green,Lady Sophia,With Class,N132
600,JPN,Unknown,Chestnut,Gelding,PPG,A Shin Forward,A Shin Cool D,Distorted Humor,A181
601,IRE,Unknown,Bay,Gelding,PPG,Iffraaj,Graceful Air,Danzero,S196
602,NZ,9,Bay,Gelding,PPG,Encosta de Lago,Mrs Squillionaire,Last Tycoon,S131
603,AUS,Unknown,Bay,Gelding,PP,Oratorio,Lajourn,Good Journey,T432
604,NZ,Unknown,Bay,Gelding,PP,Red Giant,Queenza,King Of Kings,V018
605,AUS,Unknown,Chestnut,Gelding,PPG,Hussonet,Jemison,Commands,S391
606,JPN,Unknown,Dark Bay,Horse,VIS,King Kamehameha,Popcorn Jazz,Dance In The Dark,V631
607,IRE,Unknown,Bay,Rig,PP,Moss Vale,Hi Katriona,Second Empire,P127
608,AUS,Unknown,Chestnut,Gelding,PPG,New Approach,Sleeque,Brief Truce,T428
609,AUS,Unknown,Brown,Gelding,PPG,Manhattan Rain,Appear,Danzero,V141
610,GB,Unknown,Bay,Gelding,PP,Exceed And Excel,Autumn Pearl,Orpen,S436
611,AUS,Unknown,Bay,Gelding,PPG,Encosta de Lago,Rate The Choice,Redoute's Choice,P145
612,AUS,Unknown,Bay,Gelding,PP,Dane Shadow,Lady Frisco,Frisco View,T422
613,AUS,Unknown,Bay,Gelding,PPG,Court Command,Sadie's Habit,Barathea,S267
614,IRE,7,Chestnut,Gelding,PP,Roderic O'Connor,Biz Bar,Tobougg,A118
615,AUS,Unknown,Bay,Gelding,ISG,Exceed And Excel,Mirror Mirror,Dehere,P369
616,GB,Unknown,Bay,Gelding,PP,Captain Gerrard,Lilac Dreams,Second Set,V195
617,NZ,Unknown,Bay,Gelding,PP,Keeninsky,Calypso Miss,Elnadim,T014
618,FR,Unknown,Bay,Gelding,PP,Falco,Indian Beauty,Mujadil,S141
619,NZ,Unknown,Chestnut,Gelding,PPG,Thorn Park,Driving Rein,Volksraad,A063
620,AUS,Unknown,Chestnut,Gelding,PP,Dylan Thomas,Jedrzejczak,Falbrav,V072
621,NZ,Unknown,Bay,Gelding,ISG,O'Reilly,Escada,Centaine,S340
622,AUS,7,Bay,Gelding,PP,Hard Spun,Royal Tour,Quest For Fame,V378
623,AUS,6,Bay,Gelding,PPG,Smart Missile,Venetian Lady,Woodman,A281
624,IRE,Unknown,Bay,Gelding,VIS,Byron,Boa Estrela,Intikhab,P606
625,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Valourina,Snippets,V130
626,IRE,Unknown,Bay,Gelding,PP,Elusive City,Lure Of The Moon,Lure,N448
627,IRE,Unknown,Grey,Gelding,PP,Aussie Rules,Benelux,Zafonic,N323
628,GB,Unknown,Bay,Gelding,PP,Exceed And Excel,Saabiq,Grand Slam,P224
629,GB,Unknown,Chestnut,Gelding,ISG,Dubawi,Salee,Caerleon,P359
630,GB,Unknown,Bay,Gelding,PP,Dylan Thomas,Leukippids,Sadler's Wells,P192
631,FR,8,Grey,Gelding,PP,Dansili,Ashalanda,Linamix,V046
632,FR,6,Bay,Gelding,PP,Doctor Dino,Arthurs Princess,Monashee Mountain,A193
633,AUS,7,Bay,Gelding,PP,High Chaparral,Sarasota,Danehill,V357
634,AUS,Unknown,Bay,Gelding,PP,Pins,Nahayan,Zabeel,V416
635,AUS,8,Grey,Gelding,PP,Alert,Miss Love,Fastnet Rock,T254
636,AUS,Unknown,Bay,Gelding,PPG,Star Witness,Luvumor,Flying Spur,V288
637,NZ,Unknown,Grey,Gelding,PP,Mastercraftsman,Elyzabel,Kaapstad,T315
638,NZ,Unknown,Bay,Gelding,PPG,Shocking,Our Chickaroonie,Groom Dancer,V287
639,IRE,Unknown,Bay,Brown,VIS,Shamardal,Beneventa,Most Welcome,V635
640,AUS,Unknown,Bay,Gelding,PPG,Congrats,Mrs Windsor,King's Best,V061
641,NZ,Unknown,Brown,Gelding,PPG,Savabeel,Royal Prize,Prized,S186
642,AUS,Unknown,Chestnut,Gelding,PP,Spinning World,Toby Bess,King Of Kings,N325
643,NZ,Unknown,Bay,Gelding,PPG,Any Suggestion,Wild Dixie,Wild Rampage,T019
644,NZ,6,Bay,Gelding,PPG,Bullbars,Tricilo,Sandtrap,A121
645,USA,Unknown,Chestnut,Gelding,PP,Giant's Causeway,Green Girl,Lord Of Men,N260
646,AUS,Unknown,Brown,Gelding,ISG,Lonhro,Selwan,Mt Livermore,V317
647,AUS,Unknown,Chestnut,Gelding,PP,Niello,Heart's Hope,Mookta,L401
648,AUS,Unknown,Bay,Gelding,PPG,Dane Shadow,Anaheart,Anabaa,S016
649,AUS,Unknown,Bay,Gelding,PPG,Magic Albert,Little Evie,Al Maher,V389
650,AUS,Unknown,Bay,Gelding,PP,Testa Rossa,Rocotto,Brocco,N296
651,USA,Unknown,Grey,Gelding,PP,Exchange Rate,Ruby's Realm,Empire Maker,A163
652,AUS,Unknown,Bay,Gelding,PPG,Snippetson,Jewel Vault,Secret Savings,S432
653,GB,8,Bay,Gelding,PP,Bertolini,Starbeck,Spectrum,T412
654,GB,Unknown,Bay,Gelding,PP,Oasis Dream,Princess Miletrian,Danehill,M213
655,AUS,Unknown,Roan,Gelding,PPG,Exceed And Excel,Silken Song,Unbridled's Song,S367
656,AUS,Unknown,Bay,Gelding,ISG,High Chaparral,Princess Quality,Elusive Quality,T324
657,NZ,Unknown,Brown,Gelding,PPG,Rip Van Winkle,Molly Dear,Cape Cross,A348
658,USA,Unknown,Bay,Gelding,PP,Sakhee,Lahan,Unfuwain,N177
659,AUS,Unknown,Bay,Gelding,PP,Hussonet,Bella Cantata,Stravinsky,S359
660,IRE,Unknown,Bay,Gelding,PP,Vale Of York,Endless Peace,Russian Revival,T189
661,NZ,Unknown,Bay,Gelding,PPG,Postponed,Fortitude,Stark South,P084
662,NZ,Unknown,Chestnut,Gelding,PP,Rusty Spur,Cape Klaire,Kaapstad,N213
663,AUS,Unknown,Bay,Gelding,PPG,Testa Rossa,Exceedingly Regal,Exceed And Excel,A192
664,AUS,Unknown,Chestnut,Gelding,PP,Wilander,Storm Tossed,Rory's Jester,V200
665,AUS,Unknown,Bay,Gelding,PPG,All American,Tennessee Sunrise,End Sweep,S364
666,AUS,Unknown,Bay,Gelding,PP,Dane Shadow,Sonette,Hussonet,V354
667,NZ,Unknown,Bay,Gelding,PPG,Ekraar,Lollipop,Green Perfume,P199
668,IRE,Unknown,Chestnut,Gelding,PP,Footstepsinthesand,Arazena,Woodman,M310
669,GB,Unknown,Chestnut,Gelding,PP,Notnowcato,Tahara,Caerleon,P119
670,AUS,Unknown,Bay,Gelding,PP,Alfred Nobel,Matilda Grace,Stravinsky,A351
671,IRE,Unknown,Bay,Gelding,PP,Baltic King,Umlaut,Zafonic,S045
672,AUS,Unknown,Chestnut,Gelding,PP,Bianconi,Fonteyn Star,Langfuhr,V409
673,AUS,Unknown,Bay,Gelding,PPG,Jet Spur,Extra,Prince Salieri,T084
674,GB,Unknown,Bay,Gelding,PP,Kyllachy,Regent's Park,Green Desert,T100
675,GER,Unknown,Bay,Gelding,ISG,Mamool,Lips Arrow,Big Shuffle,V335
676,NZ,Unknown,Bay,Gelding,PP,Nadeem,Market Leader,Marju,V079
677,AUS,6,Brown,Gelding,PPG,Manhattan Rain,Zipanese,Bellotto,A010
678,AUS,Unknown,Bay,Gelding,PP,More Than Ready,Special Cuvee,Fasliyev,V078
679,AUS,Unknown,Bay,Gelding,PP,Northern Meteor,Ceol Na Sraide,King's Theatre,S167
680,IRE,Unknown,Bay,Gelding,ISG,Acclamation,Emma's Star,Darshaan,T340
681,AUS,Unknown,Bay,Gelding,PPG,Dane Shadow,Miss Bijou,Spectrum,M305
682,JPN,Unknown,Bay,Horse,VIS,Deep Impact,Mandela,Acatenango,T612
683,AUS,Unknown,Chestnut,Gelding,PPG,Not A Single Doubt,Ready To Live,More Than Ready,T410
684,IRE,8,Bay,Gelding,PP,Acclamation,Annee Lumiere,Giant's Causeway,T369
685,AUS,Unknown,Bay,Gelding,PPG,Al Maher,Wily Trick,Clever Trick,V383
686,AUS,Unknown,Chestnut,Gelding,PP,Encosta de Lago,Alsatia,Marauding,A090
687,IRE,Unknown,Bay,Gelding,PP,Acclamation,Fathoming,Gulch,P316
688,AUS,Unknown,Bay,Gelding,PP,Happy Giggle,Fond Kiss,O'Reilly,S392
689,AUS,Unknown,Chestnut,Gelding,VIS,Elvstroem,Blue Tears,Secret Savings,T619
690,NZ,Unknown,Brown,Gelding,PPG,Savabeel,I Que,O'Reilly,A087
691,GB,Unknown,Bay,Gelding,VIS,Duke Of Marmalade,Miss Brown To You,Fasliyev,A615
692,FR,Unknown,Bay,Gelding,VIS,Even Top,Taille de Guepe,Septieme Ciel,L623
693,USA,Unknown,Chestnut,Gelding,PP,Smarty Jones,Gossamer,Seattle Slew,N014
694,NZ,Unknown,Bay,Gelding,PP,Pluck,Spirit Of Karlu,Dubawi,A120
695,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Marahau,Pins,V159
696,AUS,Unknown,Chestnut,Gelding,PPG,Written Tycoon,Bonus Clause,Weasel Clause,P064
697,USA,Unknown,Dark Bay,Brown,VIS,Smart Strike,Burning Sunset,Caerleon,T621
698,NZ,Unknown,Bay,Gelding,PPG,Pins,Speechless,Redoute's Choice,P292
699,NZ,Unknown,Bay,Gelding,ISG,O'Reilly,Saucy,Danasinga,P357
700,AUS,Unknown,Chestnut,Gelding,PPG,Tale Of The Cat,Any Dane Now,Danehill,S326
701,AUS,Unknown,Bay,Gelding,PPG,Bernardini,God Love It,St Covet,V060
702,AUS,Unknown,Roan,Gelding,PPG,Holy Roman Emperor,Zakynthos Star,Dehere,P391
703,IRE,Unknown,Bay,Gelding,PP,Holy Roman Emperor,Night Cam,Night Shift,P269
704,AUS,Unknown,Bay,Gelding,PPG,Turffontein,Crystal Cheval,Fastnet Rock,A211
705,IRE,Unknown,Grey,Gelding,PP,Lawman,Dookus,Linamix,S187
706,IRE,Unknown,Bay,Gelding,PP,Fastnet Rock,Kushnarenkovo,Sadler's Wells,V118
707,NZ,Unknown,Chestnut,Gelding,PPG,Handsome Ransom,L'Affair,Marscay,M036
708,NZ,Unknown,Chestnut,Gelding,PPG,Mastercraftsman,Gin Dartre,Volksraad,T408
709,NZ,Unknown,Brown,Gelding,PPG,O'Reilly,Honolulu,Savabeel,V213
710,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,Miraflores,Johar,A048
711,ARG,Unknown,Bay,Gelding,PPG,Exchange Rate,Serenita,Southern Halo,S004
712,NZ,Unknown,Brown,Gelding,PPG,Savabeel,Lisa Anne,Exceed And Excel,T132
713,GB,Unknown,Chestnut,Gelding,PP,Footstepsinthesand,Western Bowl,Gone West,L136
714,NZ,Unknown,Bay,Gelding,PPG,Shocking,Mostly,Strategic Image,V223
715,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Rhysess,Pins,P294
716,NZ,Unknown,Bay,Gelding,PP,Swiss Ace,Goldie Thorn,Thorn Park,A074
717,AUS,Unknown,Bay,Gelding,PP,Commands,Zacheline,Zabeel,N146
718,IRE,Unknown,Bay,Gelding,PP,Choisir,La Tintoretta,Desert Prince,P355
719,NZ,Unknown,Brown,Gelding,PP,Elusive City,Midnight Breaker,Housebuster,P410
720,ARG,Unknown,Bay,Gelding,VIS,Pure Prize,Queen Cabaret,Wild Event,A621
721,NZ,Unknown,Bay,Gelding,PP,Librettist,La Luciole,Last Tycoon,S379
722,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Queen To Be,King's Theatre,S447
723,NZ,Unknown,Bay,Gelding,PP,Stravinsky,Danvers,Danzero,M332
724,AUS,Unknown,Brown,Gelding,PP,Denman,Lady Cat,Sir Cat,T396
725,NZ,Unknown,Brown,Gelding,PPG,Keeper,Sadie Belle,Exploding Prospect,M192
726,AUS,Unknown,Brown,Gelding,PPG,Nicconi,Obbligato,Redoute's Choice,V009
727,NZ,Unknown,Bay,Gelding,PPG,Falkirk,Diamond Dust,Jetball,P200
728,AUS,Unknown,Bay,Gelding,PPG,Cheval de Troy,Zeebelle,Radjhasi,S056
729,AUS,Unknown,Bay,Gelding,PPG,Commands,Isaure,Daliapour,S365
730,GB,Unknown,Grey,Gelding,PP,Exceed And Excel,Starfala,Galileo,A111
731,USA,Unknown,Chestnut,Gelding,PP,More Than Ready,Leo's Pegasus,Fusaichi Pegasus,T307
732,AUS,Unknown,Bay,Gelding,PPG,Stratum,Dash For Gretna,Sportsworld,V231
733,AUS,Unknown,Bay,Gelding,PP,Falvelon,Retirement Day,Pompeii Court,V129
734,AUS,Unknown,Bay,Gelding,PP,Tale Of The Cat,Dixie Paradise,Dixie Union,P104
735,IRE,Unknown,Bay,Gelding,ISG,High Chaparral,Ursula Minor,Footstepsinthesand,T336
736,AUS,Unknown,Bay,Gelding,PPG,Choisir,Costa Grande,Encosta de Lago,T064
737,USA,Unknown,Bay,Gelding,PPG,Distorted Humor,Argyle Pink,Sky Mesa,A068
738,NZ,Unknown,Chestnut,Gelding,PPG,Mastercraftsman,La Bella Dama,Desert Sun,S355
739,AUS,Unknown,Grey,Gelding,PPG,Murtajill,Gifting,Generous,T358
740,AUS,6,Brown,Gelding,PPG,Medaglia d'Oro,Idriess,Anabaa,A221
741,AUS,Unknown,Bay,Gelding,PPG,Sepoy,Shibata,Testa Rossa,V392
742,GB,Unknown,Bay,Gelding,PPG,High Chaparral,Mail Express,Cape Cross,S375
743,NZ,Unknown,Bay,Gelding,PP,Bachelor Duke,Galejade,Rory's Jester,T013
744,AUS,Unknown,Bay,Gelding,PPG,Super Saver,Blue Collar Jill,Perugino,V393
745,AUS,Unknown,Bay,Gelding,ISG,Commands,Hides,Giant's Causeway,T322
746,AUS,Unknown,Bay,Gelding,PPG,Not A Single Doubt,Umatilly,Umatilla,V090
747,AUS,Unknown,Brown,Gelding,ISG,Commands,Prospering,Fusaichi Pegasus,N335
748,AUS,Unknown,Chestnut,Gelding,PP,Written Tycoon,Queenie,Black Minnaloushe,P106
749,AUS,Unknown,Brown,Gelding,PPG,Lucky Owners,Bumpa,More Than Ready,P448
750,IRE,Unknown,Bay,Gelding,PP,Acclamation,Heavens Peak,Pivotal,V369
751,AUS,Unknown,Bay,Gelding,PP,Gonski,Abbe Cat,Campo Catino,P344
752,AUS,Unknown,Bay,Gelding,PP,Myboycharlie,Preview Scene,Zeditave,S279
753,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Lady Chanele,Citidancer,M393
754,NZ,6,Bay,Gelding,PPG,Denman,Tsukioka,Flying Spur,A050
755,IRE,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Prayers For Rain,Darshaan,A199
756,GB,Unknown,Bay,Gelding,PP,Royal Applause,Sparkling Eyes,Lujain,T052
757,AUS,Unknown,Bay,Gelding,ISG,Fastnet Rock,Ocean Pearl,Galileo,V326
758,GB,7,Bay,Gelding,PP,Holy Roman Emperor,Diksie Dancer,Diktat,V371
759,NZ,Unknown,Bay,Gelding,PP,Keeper,Pyrate Princess,Pyrus,S441
760,GB,Unknown,Bay,Gelding,PP,Exceed And Excel,Stormy Weather,Nashwan,P351
761,AUS,Unknown,Bay,Gelding,ISG,Encosta de Lago,Danesty,Danehill,K231
762,AUS,Unknown,Brown,Gelding,PPG,Hard Spun,Raketa,Taimazov,S066
763,GB,Unknown,Chestnut,Gelding,PP,Dutch Art,Contemporary,Alzao,V311
764,AUS,Unknown,Bay,Horse,VIS,Magnus,Princess Baxaar,Xaar,V627
765,NZ,Unknown,Chestnut,Gelding,PP,Keeninsky,City Affair,City On A Hill,P067
766,NZ,Unknown,Bay,Gelding,PPG,Towkay,Dancing Daze,Dance Floor,P295
767,NZ,Unknown,Grey,Gelding,PPG,Mastercraftsman,Classy Affair,Octagonal,S354
768,NZ,Unknown,Bay,Gelding,PPG,Civics,Irish Era,O'Reilly,P285
769,NZ,Unknown,Grey,Gelding,PPG,Thorn Park,Eight Songs,Classic Fame,P139
770,FR,Unknown,Bay,Gelding,PP,Myboycharlie,Mabadi,Sahm,T096
771,IRE,Unknown,Chestnut,Gelding,PP,Galileo,Love Me True,Kingmambo,V193
772,SAF,Unknown,Grey,Gelding,PP,Captain Al,Secret Of Victoria,Goldkeeper,S275
773,NZ,Unknown,Bay,Gelding,PP,No Excuse Needed,Hugging,Beveled,N158
774,GB,Unknown,Bay,Gelding,PP,Makfi,Tell The Wind,Mujadil,V240
775,AUS,Unknown,Brown,Gelding,PP,Congrats,Pas de Deux,Sadler's Wells,V411
776,FR,Unknown,Bay,Gelding,PP,Jeremy,Next Round,Common Grounds,P088
777,GB,Unknown,Chestnut,Gelding,PP,Major Cadeaux,Ocean Grove,Fairy King,V190
778,NZ,7,Bay,Gelding,PPG,Iffraaj,Ruqqaya,Van Nistelrooy,V156
779,NZ,Unknown,Bay,Gelding,PPG,Pins,Perrine,Zabeel,S036
780,AUS,Unknown,Bay,Gelding,PP,Al Maher,Intralase,Spinning World,A212
781,AUS,Unknown,Bay,Gelding,PP,Choisir,Apolina,Rubiton,S312
782,NZ,Unknown,Bay,Gelding,PPG,Darci Brahma,La Campanella,More Than Ready,P176
783,NZ,Unknown,Chestnut,Gelding,PPG,Pentire,Tinsel,Jetball,S356
784,GB,Unknown,Chestnut,Gelding,PP,Haafhd,Antigua,Selkirk,P152
785,AUS,Unknown,Chestnut,Gelding,PP,Snippetson,Pine Away,Pine Bluff,P443
786,GB,Unknown,Roan,Gelding,PP,Bertolini,Riva Royale,Royal Applause,P191
787,AUS,7,Bay,Gelding,PPG,Street Sense,Angora,Barathea,V069
788,NZ,Unknown,Grey,Gelding,PPG,Guillotine,Reflection,Thorn Park,S090
789,AUS,Unknown,Brown,Gelding,PPG,Sebring,Alteza Real,Exceed And Excel,S431
790,AUS,6,Brown,Gelding,PPG,O'Reilly,Classy Fashion,Fusaichi Pegasus,A011
791,AUS,Unknown,Bay,Gelding,PPG,Fastnet Rock,Our Egyptian Raine,Desert Sun,S206
792,NZ,Unknown,Bay,Gelding,SG,Stravinsky,Soaring Spirit,Intikhab,L359
793,GER,Unknown,Bay,Gelding,PP,Lando,Auengunst,Waky Nao,T109
794,NZ,Unknown,Bay,Gelding,PPG,O'Reilly,Smartway,Pins,S134
795,NZ,Unknown,Bay,Gelding,PP,Don Eduardo,Mac Five,Faltaat,S403
796,AUS,7,Bay,Brown,PP,Delightful Choice,Missun,Masterclass,V337
797,NZ,Unknown,Bay,Colt,VIS,Zabeel,Better Alternative,Flying Spur,V620
798,AUS,8,Bay,Gelding,PPG,Sequalo,Cheer Girl,Celestial Dancer,T134
799,IRE,Unknown,Bay,Horse,VIS,Teofilo,Halla Siamsa,Montjeu,T618
800,AUS,Unknown,Bay,Gelding,PPG,Dane Shadow,Ravenswood,Woodman,S395
801,AUS,Unknown,Chestnut,Gelding,PP,Desert King,Grow Up,Montjeu,S314
802,NZ,Unknown,Chestnut,Gelding,PPG,Towkay,Mulensky,Stravinsky,S044
803,IRE,Unknown,Bay,Gelding,PP,War Chant,Morena Park,Pivotal,T221
804,AUS,Unknown,Bay,Gelding,PP,Purrealist,Puzzles,Redoute's Choice,T212
805,AUS,Unknown,Bay,Gelding,PP,Artie Schiller,Satin Sheets,Dehere,P168
806,AUS,Unknown,Bay,Gelding,PP,Onemorenomore,Bani Yas,Zabeel,T355
807,AUS,Unknown,Bay,Gelding,PPG,Snippetson,Save Me A Dance,Canny Lad,P062
808,NZ,Unknown,Bay,Gelding,PP,Sufficient,Encantada,Black Tuxedo,T258
809,AUS,Unknown,Bay,Gelding,PP,Dane Shadow,Cavities,Lonhro,T373
810,AUS,Unknown,Chestnut,Gelding,PPG,Falvelon,No Vice,Marscay,V201
811,AUS,Unknown,Bay,Gelding,PPG,Mossman,Dane Promise,Danehill,P112
812,NZ,Unknown,Bay,Gelding,PPG,Coats Choice,Amadi's Express,Success Express,S014
813,NZ,7,Bay,Gelding,PPG,Rip Van Winkle,Showusyourpins,Pins,V161
814,AUS,Unknown,Bay,Gelding,PP,Golden Lake,Western Jade,Western Symphony,N294
815,AUS,Unknown,Bay,Gelding,PP,Fastnet Rock,Holy Faith,Show A Heart,P411
816,IRE,6,Bay,Gelding,PP,Rip Van Winkle,Gwyllion,Red Ransom,A245
817,NZ,Unknown,Chestnut,Gelding,PPG,Golan,Greta Hall,Kaapstad,S025
818,NZ,Unknown,Bay,Brown,PPG,Pins,Chockaholic,Kaapstad,V038
819,AUS,Unknown,Bay,Gelding,PP,Dylan Thomas,Flame Of Sydney,Encosta de Lago,T235
820,GB,Unknown,Bay,Gelding,PP,Hawk Wing,Spinamix,Spinning World,N098
821,FR,Unknown,Bay,Gelding,PPG,Oratorio,Overboard,Rainbow Quest,N379
822,AUS,Unknown,Bay,Gelding,PPG,Tickets,Opera Serenade,Opera Prince,V108
823,GB,Unknown,Chestnut,Gelding,VIS,Cadeaux Genereux,Artisia,Peintre Celebre,N618
824,AUS,Unknown,Bay,Gelding,PPG,Northern Meteor,Madam Speaker,Sadler's Wells,S290
825,AUS,Unknown,Bay,Gelding,PPG,Haradasun,Recline,Danehill Dancer,N396
826,AUS,Unknown,Bay,Gelding,PPG,Excellent Art,Ashlyn,Baryshnikov,V063
827,NZ,6,Bay,Gelding,PPG,No Excuse Needed,Kathy O'Reilly,O'Reilly,A082
828,AUS,Unknown,Bay,Gelding,PPG,Bernardini,Ousted,Salieri,P047
829,AUS,Unknown,Chestnut,Gelding,PP,The Hammer,Supreme Knowledge,Knowledge,P417
830,GB,Unknown,Chestnut,Gelding,VIS,Stormy Atlantic,Bea Remembered,Doyen,A630
831,NZ,Unknown,Bay,Gelding,PP,Guillotine,Sorbello,Golan,V264
832,IRE,Unknown,Grey,Horse,PP,Royal Applause,Bright Snow,Gulch,V310
833,NZ,Unknown,Bay,Gelding,PP,Conatus,Frolicsome,Encosta de Lago,S181
834,NZ,Unknown,Bay,Gelding,PPG,Volksraad,Rita Moreno,King's Chapel,T267
835,IRE,Unknown,Grey,Colt,PP,Verglas,Tiny Petal,Grand Lodge,V175
836,NZ,Unknown,Brown,Gelding,PPG,Savabeel,Thorena,Chief's Crown,N416
837,USA,Unknown,Bay,Gelding,ISG,Malibu Moon,Shake The Yoke,Caerleon,N330
838,AUS,Unknown,Brown,Gelding,PPG,Casino Prince,Agnesar,Agnes World,T128
839,IRE,Unknown,Brown,Gelding,PP,Footstepsinthesand,Lucy Diamonds,Orpen,S117
840,AUS,Unknown,Bay,Gelding,PPG,Northern Meteor,Kiss 'n Chase,Red Ransom,V143
841,AUS,6,Bay,Gelding,PPG,Duporth,Lady Jaguar,Last Tycoon,V417
842,NZ,7,Bay,Gelding,PP,Alamosa,Enchant,Pentire,A071
843,NZ,Unknown,Brown,Gelding,PPG,Commands,Tampiko,Lonhro,V151
844,GB,Unknown,Grey,Gelding,PP,Ishiguru,Lady Georgia,Arazi,N174
845,AUS,Unknown,Bay,Gelding,PPG,Duporth,Moon Fever,Fusaichi Pegasus,S284
846,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Chorus,Danasinga,P085
847,GB,Unknown,Bay,Gelding,PP,Sir Percy,Moiava,Bering,T415
848,IRE,Unknown,Bay,Gelding,PP,Fastnet Rock,Seven Magicians,Silver Hawk,V170
849,AUS,Unknown,Brown,Gelding,PPG,Cape Cross,Our Evening Star,Maroof,L393
850,AUS,Unknown,Brown,Gelding,PPG,Tale Of The Cat,Casino Snip,High Rolling,S372
851,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Richly Deserved,Carnegie,T068
852,NZ,Unknown,Bay,Gelding,PP,Savabeel,Beyond,Centaine,A096
853,NZ,Unknown,Bay,Gelding,PP,Iffraaj,Fitzy,Kingsttenham,S349
854,NZ,Unknown,Brown,Gelding,PPG,Elusive City,Biaire,Best Western,S019
855,IRE,Unknown,Bay,Gelding,PP,Lawman,Woodland Orchid,Woodman,T101
856,NZ,Unknown,Chestnut,Gelding,PPG,Makfi,Embargo,O'Reilly,V158
857,NZ,Unknown,Bay,Mare,VIS,Ekraar,Post Romance,Postponed,V634
858,AUS,Unknown,Brown,Gelding,PP,Commands,Demanding,Octagonal,V196
859,GB,Unknown,Chestnut,Gelding,PP,Raven's Pass,Harvest Queen,Spinning World,P423
860,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Spinola,Spinning World,P035
861,NZ,Unknown,Bay,Gelding,PP,Towkay,Plaything,Victory Dance,P429
862,GB,Unknown,Bay,Gelding,PP,Encosta de Lago,Artistic Blue,Diesis,M227
863,AUS,Unknown,Chestnut,Gelding,PP,Sebring,Real Pzazz,Green Desert,S169
864,AUS,Unknown,Bay,Gelding,PPG,Starcraft,Collodi,Testa Rossa,T009
865,NZ,Unknown,Chestnut,Gelding,PPG,Per Incanto,Bois de Boulogne,Peintre Celebre,A151
866,AUS,Unknown,Bay,Gelding,PP,Casino Prince,On Focus,Keltrice,T347
867,IRE,Unknown,Grey,Gelding,PP,Mastercraftsman,Save The Table,Tale Of The Cat,S156
868,NZ,Unknown,Bay,Gelding,PP,Savabeel,Diagonal,Redoute's Choice,S362
869,IRE,Unknown,Bay,Gelding,PP,Elusive City,En Vitesse,Peintre Celebre,S327
870,IRE,Unknown,Bay,Gelding,PP,Haatef,Symbol Of Peace,Desert Sun,S308
871,AUS,Unknown,Chestnut,Gelding,PPG,Snippetson,Matter Of Habit,Kaaptive Edition,S095
872,IRE,Unknown,Chestnut,Gelding,PPG,Shamardal,Easy Lover,Pivotal,T368
873,IRE,Unknown,Bay,Gelding,PP,Kodiac,Fikrah,Medicean,A195
874,GB,Unknown,Bay,Gelding,PPG,Byron,Sea Jade,Mujadil,P092
875,NZ,Unknown,Chestnut,Gelding,PPG,Captain Rio,Singing Angel,Rahy,M080
876,AUS,Unknown,Brown,Gelding,ISG,Commands,Oh So Discreet,Bluebird,S342
877,AUS,Unknown,Bay,Gelding,PPG,Husson,Katisam,Lonhro,V388
878,AUS,Unknown,Bay,Gelding,PPG,Exceed And Excel,Pas de Deux,Sadler's Wells,P287
879,NZ,Unknown,Bay,Gelding,PPG,Danerich,Magical Slice,Ne Coupez Pas,S420
880,NZ,Unknown,Bay,Gelding,PPG,Savabeel,Harinui,Generous,A276
881,AUS,Unknown,Bay,Gelding,PP,Collate,Break Clear,Choisir,T119
882,AUS,Unknown,Brown,Gelding,PP,Tycoon Ruler,Get A Life,Sequalo,S418
883,NZ,Unknown,Bay,Gelding,PPG,Black Minnaloushe,Deputise,Deputy Governor,L146
884,NZ,Unknown,Bay,Gelding,PPG,Elusive City,Dolly Disaster,Twenty Four Karat,T392
885,AUS,Unknown,Bay,Gelding,PPG,Holy Roman Emperor,Madame de Here,Dehere,P052
886,NZ,Unknown,Bay,Gelding,ISG,Keeper,Sara Ann,Stravinsky,S344
887,NZ,Unknown,Brown,Gelding,PP,Handsome Ransom,Panache,Pentire,N408
888,IRE,Unknown,Bay,Gelding,PP,Danehill Dancer,Showbiz,Sadler's Wells,N399
